UserID,ItemID,Rating,Context
302,94,0.6,599
272,284,0.7,600
65,16,1.52,601
87,25,1.0,602
303,21,0.78,603
74,25,0.0,604
154,16,0.9,605
135,16,0.6,606
291,285,0.0,607
304,16,0.0,10
206,17,2.16,608
302,286,2.99,609
102,25,1.53,610
176,287,2.31,454
305,288,0.48,611
17,10,1.56,612
194,16,1.18,613
11,289,0.48,246
133,21,1.11,614
158,126,0.78,182
143,39,0.0,615
7,290,0.78,616
55,92,0.0,617
135,291,1.48,618
51,292,1.94,461
230,29,1.66,554
77,102,0.0,619
91,5,1.72,620
153,29,2.02,621
48,34,1.41,168
257,21,0.48,622
306,293,1.78,331
282,21,1.6,623
174,294,0.9,624
307,181,0.0,625
308,9,0.0,570
184,295,0.0,626
262,5,2.66,627
309,5,0.3,628
143,21,1.15,629
98,16,1.26,630
291,269,0.48,631
184,296,1.2,632
85,40,0.0,597
7,31,0.0,633
62,5,1.56,634
136,17,1.34,635
33,297,0.0,636
310,298,0.0,637
110,40,1.82,638
246,111,0.0,639
272,299,0.6,499
311,205,0.6,640
291,300,1.88,187
312,17,1.26,641
62,16,2.26,642
87,25,2.93,643
303,73,1.26,644
37,301,1.11,645
287,302,1.7,454
96,3,0.0,646
264,303,0.48,647
102,304,0.3,648
8,305,0.0,649
25,21,2.08,650
14,209,1.38,651
87,25,0.7,652
178,306,0.3,653
145,167,0.6,654
215,307,0.6,655
43,308,1.0,656
48,59,1.11,413
98,266,0.0,657
128,309,1.52,658
135,16,0.0,168
46,310,0.9,659
176,25,1.04,246
15,311,0.0,259
168,5,0.78,660
71,16,3.32,661
313,312,0.0,662
37,313,0.3,663
314,53,1.18,369
315,21,1.56,300
89,45,1.56,664
54,5,1.18,665
166,103,0.6,666
316,44,0.7,667
89,314,2.23,668
135,315,0.0,669
90,316,1.26,670
239,317,2.09,671
317,318,0.0,230
52,262,1.63,672
15,319,1.97,657
201,5,0.78,673
39,26,1.3,674
55,25,0.3,675
87,11,0.0,652
174,35,1.76,676
74,16,1.0,677
246,175,0.0,678
133,26,0.95,679
42,5,0.0,1
43,21,0.0,680
102,25,1.66,681
78,5,0.9,682
37,320,2.16,683
282,28,1.68,684
318,305,0.0,685
38,33,0.6,686
10,5,0.0,687
239,321,0.0,688
86,322,1.32,689
310,209,0.9,690
319,69,0.0,691
87,64,1.89,139
87,16,3.58,692
12,24,2.36,208
320,132,0.0,693
105,39,0.0,694
321,5,0.0,237
271,15,3.6,695
33,323,0.0,35
322,324,0.0,696
187,65,2.1,697
323,25,1.0,698
199,325,3.46,699
87,21,0.0,700
324,326,0.0,701
325,25,0.0,702
123,17,1.28,703
64,5,1.08,704
192,327,2.12,705
326,155,1.78,706
86,16,0.48,707
327,271,0.0,708
328,328,0.0,709
296,9,1.3,710
295,65,0.95,711
329,329,0.48,712
165,33,2.23,713
248,14,2.28,714
60,25,0.95,715
276,248,1.57,716
18,3,0.95,505
108,173,0.3,717
330,30,0.0,376
111,132,0.0,203
108,21,1.99,718
78,330,2.19,719
279,331,0.0,720
72,17,0.0,721
331,332,1.0,722
98,333,0.0,192
332,334,0.0,723
10,35,0.78,237
333,65,0.7,724
206,21,0.7,725
282,21,0.3,726
89,25,1.08,727
143,178,0.0,728
7,197,0.0,729
91,335,0.78,730
38,33,0.7,731
70,336,2.5,732
187,136,1.84,733
243,298,1.9,734
101,21,0.0,167
31,25,0.0,735
45,201,0.0,736
74,9,0.6,737
176,78,0.78,246
16,110,1.28,738
257,301,2.54,739
138,337,1.74,740
67,38,0.78,741
262,204,0.0,337
12,338,0.78,742
230,339,2.87,743
34,262,1.15,744
99,33,2.86,250
172,17,0.6,745
50,246,3.13,746
1,5,1.38,152
133,17,0.0,747
326,340,0.0,748
208,17,0.6,749
275,33,0.78,750
334,65,0.9,751
130,9,1.28,534
120,141,0.0,752
335,341,0.0,753
336,5,0.3,442
41,59,0.0,310
52,262,1.08,129
292,342,1.94,553
195,343,1.04,754
302,17,0.0,755
75,219,2.83,756
41,344,0.0,310
32,5,1.62,757
1,1,0.3,758
180,9,0.0,759
43,308,0.9,760
337,29,0.78,761
113,5,1.48,762
56,25,1.3,763
49,5,2.29,764
163,39,0.0,290
176,78,1.77,454
195,345,0.9,765
269,136,0.95,766
153,346,0.0,767
338,25,0.0,768
339,242,0.78,435
340,25,1.53,769
166,209,1.86,218
108,25,0.48,770
65,202,1.18,601
186,11,0.3,771
174,347,0.95,772
341,348,0.3,773
85,195,3.15,401
209,349,0.0,346
4,8,0.48,774
342,350,0.0,775
343,71,2.19,776
212,351,0.0,349
89,45,0.3,777
344,352,0.0,221
271,353,1.32,167
195,354,1.73,778
142,5,1.85,195
49,39,1.93,779
128,16,0.6,780
91,11,0.7,781
126,355,2.34,782
345,329,0.3,783
85,25,1.0,104
181,136,1.08,784
64,16,1.85,785
92,17,0.0,786
230,77,0.0,787
346,356,0.0,788
267,357,1.15,789
43,358,0.3,790
41,74,1.4,791
300,275,0.0,792
198,21,0.48,793
248,80,1.36,794
16,21,0.6,795
347,359,0.0,389
89,168,1.08,796
33,16,0.7,583
245,102,1.41,797
216,360,0.48,355
49,229,1.2,798
90,16,1.56,799
138,103,1.91,800
348,16,1.65,801
98,361,0.0,802
349,362,1.62,803
350,363,0.7,39
140,364,0.0,513
26,16,1.87,804
157,318,1.38,805
338,365,1.73,806
143,39,2.26,807
135,25,0.6,808
49,65,0.6,809
329,366,0.0,810
96,92,2.04,811
272,367,0.6,812
51,11,1.15,55
161,368,0.0,332
157,369,0.6,813
286,21,0.48,814
351,26,1.23,369
352,370,0.0,815
85,67,0.48,816
87,21,1.41,817
243,25,0.48,818
158,371,0.3,518
24,372,1.4,543
353,373,0.0,819
68,16,0.3,820
12,338,1.26,167
18,9,0.48,821
354,71,0.48,822
238,136,1.84,823
91,14,0.0,824
141,374,0.0,196
163,5,0.0,825
338,25,0.9,826
90,316,0.6,827
296,58,1.77,828
29,22,2.16,829
133,17,1.43,184
14,25,1.23,830
213,15,0.3,831
29,375,2.83,832
55,333,1.2,833
302,16,1.62,609
38,376,0.48,834
143,39,1.9,835
90,67,3.33,836
2,21,1.41,57
113,377,0.48,507
314,56,0.3,837
243,25,0.3,838
48,34,1.56,72
2,17,1.11,618
130,262,0.6,839
37,378,1.08,840
355,9,1.3,841
193,88,0.95,39
356,379,0.0,842
93,380,0.0,496
357,242,0.9,843
73,21,1.75,376
358,381,0.3,844
77,382,0.3,845
292,383,0.0,84
168,5,1.26,0
117,5,3.38,846
262,384,0.0,847
15,78,2.69,459
140,58,2.26,753
168,16,0.3,848
160,129,1.0,849
359,5,2.36,802
89,25,1.38,850
97,385,1.76,851
32,27,1.36,852
130,386,0.0,853
360,21,0.0,854
361,16,1.26,855
362,387,0.3,856
33,388,0.0,384
108,21,0.0,857
106,59,2.69,858
363,389,2.83,859
364,390,1.3,860
159,138,0.0,130
85,63,1.18,861
59,301,0.6,862
167,11,1.86,863
52,186,0.0,864
52,186,1.08,865
87,391,0.95,866
365,21,1.26,867
60,392,0.0,868
279,393,0.0,869
248,0,2.05,870
73,89,0.3,149
108,9,1.62,871
365,98,0.0,872
143,39,0.3,873
14,21,1.89,874
95,394,1.64,875
366,395,1.6,876
356,14,0.0,877
64,25,1.2,878
222,396,0.0,879
240,17,1.26,880
91,102,0.48,881
49,16,0.85,882
70,397,2.13,883
135,167,0.0,669
89,16,1.93,884
46,246,0.48,885
64,9,1.54,886
330,398,1.4,721
355,9,0.95,887
74,128,0.0,888
92,16,0.78,889
37,399,0.0,890
248,103,0.0,891
271,65,0.0,617
200,65,2.36,892
153,347,1.04,893
32,59,2.11,109
62,33,0.0,894
288,5,0.9,445
140,58,0.48,895
310,9,1.04,167
161,138,0.0,241
45,31,0.0,428
98,5,1.62,131
142,17,3.98,896
212,5,1.59,897
68,214,1.2,898
10,5,1.4,899
120,31,0.0,447
219,400,0.0,900
22,20,1.54,901
367,103,0.0,902
48,5,2.96,903
23,401,1.11,904
185,402,1.18,905
264,403,1.74,869
184,3,1.0,449
368,25,0.48,906
272,404,0.0,622
246,405,0.0,907
171,406,0.3,908
77,78,2.47,909
91,114,0.0,910
85,63,0.6,911
167,407,0.0,912
33,266,0.0,636
239,205,2.44,913
369,408,1.72,454
232,21,0.0,914
257,92,1.15,812
1,5,1.23,423
41,65,1.81,915
81,301,0.7,571
166,136,2.85,916
220,5,0.9,917
370,409,0.3,918
117,102,0.3,919
295,20,3.04,920
91,25,0.3,921
91,5,0.9,922
37,3,1.08,923
240,410,1.0,924
141,136,0.0,196
371,379,0.0,925
107,65,1.73,926
32,5,0.3,927
372,25,1.08,300
157,411,0.0,928
128,5,2.26,929
48,5,1.11,930
48,34,2.43,669
46,405,0.3,931
90,88,2.35,932
12,412,0.48,933
44,11,1.28,934
23,25,1.92,935
148,5,0.3,102
373,413,0.0,936
130,414,0.0,937
166,136,2.88,29
374,347,0.9,938
361,39,1.26,939
32,21,0.0,940
10,11,1.72,941
34,29,1.92,942
193,415,0.0,300
97,416,1.3,943
138,5,0.48,944
310,9,0.78,945
97,417,0.0,946
352,16,2.63,298
375,418,0.0,947
130,162,0.0,853
168,26,1.18,500
363,33,1.76,948
78,16,1.32,949
212,419,1.3,950
266,21,0.0,221
86,322,0.48,951
96,420,0.0,952
218,17,0.78,953
302,262,1.48,954
376,421,0.0,955
18,3,1.18,956
374,422,0.3,957
154,16,2.06,958
363,16,0.3,959
4,197,0.3,960
49,103,0.9,961
73,21,1.04,300
248,103,2.68,962
340,423,0.0,963
377,424,0.0,802
378,425,0.0,964
26,21,1.2,965
196,426,0.48,966
140,58,0.6,792
329,427,0.3,967
153,428,1.82,968
348,103,0.3,969
86,21,1.82,970
33,77,0.0,971
106,59,1.08,972
280,25,0.78,505
87,16,0.0,973
124,33,0.9,974
87,16,1.41,975
206,106,2.25,976
379,116,0.0,977
4,429,0.95,978
380,69,0.0,181
381,256,0.95,979
382,65,2.82,980
91,17,0.0,981
31,3,0.78,930
383,430,0.0,982
39,65,1.56,983
147,21,1.08,561
384,16,0.0,102
377,431,0.0,802
42,21,1.69,984
385,432,0.7,985
132,347,0.0,221
293,433,0.0,986
16,15,2.03,987
240,33,0.48,988
62,434,1.26,989
120,197,2.7,782
212,5,1.41,990
130,435,0.0,220
184,3,2.26,991
154,40,1.4,992
166,136,1.18,993
56,49,0.3,994
87,21,2.3,105
378,3,0.0,964
201,319,0.6,995
97,8,0.9,996
89,314,1.6,997
2,78,0.6,930
77,14,1.54,434
37,17,0.0,998
85,31,0.95,425
210,197,2.13,999
386,436,0.3,1000
26,214,1.51,1001
102,247,0.7,1002
274,245,0.48,1003
162,5,0.85,55
56,25,0.3,1004
160,21,0.0,2
214,5,0.9,1005
282,5,1.56,1006
240,437,1.74,1007
387,116,0.0,1008
9,438,0.95,442
388,181,0.0,1009
135,261,0.0,168
143,439,0.0,1010
195,440,2.55,1011
33,16,2.73,1012
74,441,1.56,1013
308,102,1.36,1014
20,200,0.48,1015
67,11,1.63,1016
97,88,1.15,1017
296,58,0.7,1018
157,442,0.6,1019
80,319,0.48,1020
389,65,0.3,1021
38,374,0.85,1022
377,88,0.0,130
123,443,1.56,909
108,11,2.26,1023
113,21,1.45,930
390,33,1.48,505
166,136,1.38,1024
134,17,1.53,1025
302,255,2.18,753
168,16,0.6,1026
26,21,1.26,1027
73,38,0.48,1028
45,25,1.67,1029
374,444,0.0,1030
353,439,0.0,819
78,5,1.64,1031
45,445,0.0,1032
245,21,1.43,1033
391,59,0.0,1034
370,446,0.6,1033
198,447,0.7,1035
273,252,1.79,160
21,197,0.0,22
60,21,0.9,300
26,53,1.93,1036
390,448,1.38,753
108,11,1.15,1037
80,9,1.94,1038
9,16,0.3,221
187,190,0.0,1039
75,219,2.78,1040
208,180,1.86,814
292,342,1.88,221
272,28,0.0,568
392,5,0.0,1041
206,449,0.48,1042
55,92,2.57,1043
42,89,0.0,849
272,284,0.85,1044
185,256,1.34,1045
80,450,1.81,1046
53,25,0.7,1047
106,451,2.38,1048
114,89,1.18,154
242,25,0.3,1049
36,21,0.0,83
96,452,0.0,122
135,453,0.0,168
258,454,0.0,1050
233,10,0.0,389
6,197,0.6,162
165,272,0.0,733
279,455,0.0,869
71,280,0.7,1051
355,456,1.0,1052
143,16,1.0,1053
250,319,1.08,69
143,16,1.23,807
293,88,0.9,1054
393,457,0.0,149
268,103,0.3,1055
154,74,1.68,1056
296,58,0.3,1057
89,167,0.48,1058
31,458,0.48,709
108,42,2.0,1059
238,206,0.7,195
48,5,0.0,1060
213,459,1.11,1061
344,460,0.0,221
293,25,2.36,1062
86,14,0.9,1063
39,26,1.48,1064
39,26,0.6,1065
74,148,0.0,1066
143,39,2.05,1067
90,264,0.0,1068
230,59,0.0,385
310,65,0.0,1069
135,17,1.86,771
394,262,0.0,1070
395,461,1.18,1071
188,17,0.0,1072
396,172,0.6,1073
26,31,0.0,1074
397,462,0.7,10
51,11,0.48,759
398,0,0.85,1075
130,386,0.0,1076
39,65,2.26,1077
235,5,1.26,1078
272,463,1.0,724
399,9,0.3,1079
69,16,1.96,1080
50,25,1.26,1081
75,381,0.6,1082
31,11,0.7,1083
400,25,0.0,1084
389,78,0.0,1085
92,56,1.78,1086
208,261,0.48,1087
74,16,1.15,737
87,16,2.12,1088
178,25,0.85,1089
159,464,0.0,130
10,114,0.0,1090
269,465,1.15,1091
195,466,0.0,1092
401,155,1.75,1093
14,21,3.85,236
187,21,2.24,250
90,67,1.94,1094
89,467,1.0,1095
65,200,0.0,1096
252,5,1.45,1097
291,301,2.64,38
247,40,0.0,505
184,21,1.08,1098
304,468,1.11,246
394,469,0.78,1099
71,66,1.04,1100
310,20,1.08,1101
60,21,1.32,1102
199,169,2.76,1103
102,21,1.08,1104
165,49,1.86,697
113,5,2.56,2
110,40,1.72,1105
61,470,0.0,181
159,471,0.0,130
294,350,1.49,1106
215,265,1.78,1107
338,472,0.0,22
251,473,0.3,446
359,33,2.08,1108
361,17,1.0,1109
61,5,1.91,442
51,474,1.57,413
131,475,1.32,1110
108,25,1.68,1111
348,16,1.52,1112
4,187,2.24,1113
402,476,0.0,1114
403,21,0.0,1115
347,477,0.0,389
13,209,0.7,1116
265,478,0.3,1117
64,60,2.37,1118
31,25,0.0,1119
56,48,0.0,1120
404,479,0.0,1121
80,9,1.2,1122
90,21,1.15,1123
48,38,2.55,1124
215,33,0.0,369
38,33,0.48,1125
74,480,0.0,1126
102,57,0.0,610
187,205,1.86,1127
229,136,0.48,1128
302,25,2.53,1129
